shipment_id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,order_amount_local,currency_code,prior_purchases,product_importance,discount_offered,weight_in_gms,reached_on_time_y_n,customer_id,shipment_date
8318,F,Ship,5,3,245,EUR,5,low,10,1112,FALSE,CUST_0425,8/11/2025
8319,A,Ship,7,3,296,CNY,4,medium,2,1304,TRUE,CUST_0468,9/11/2025
8320,B,Ship,7,3,286,NOK,4,low,2,1712,TRUE,CUST_0041,10/11/2025
8321,C,Ship,6,5,299,CNY,4,low,1,1629,TRUE,CUST_0028,11/11/2025
8322,F,Ship,6,4,253,EUR,4,medium,10,1248,FALSE,CUST_0015,12/11/2025
8323,D,Ship,7,5,269,SGD,4,medium,9,1835,FALSE,CUST_0002,13/11/2025
8324,F,Ship,5,1,267,EUR,5,medium,3,1194,TRUE,CUST_0135,14/11/2025
8325,A,Ship,5,4,226,GBP,5,medium,4,1518,FALSE,CUST_0176,15/11/2025
8326,B,Ship,6,4,278,USD,4,low,3,1141,TRUE,CUST_0217,16/11/2025
8327,C,Ship,4,4,232,CNY,5,medium,2,1386,FALSE,CUST_0058,17/11/2025
8328,F,Ship,6,4,287,EUR,4,low,5,1972,TRUE,CUST_0355,18/11/2025
8329,D,Ship,4,2,228,CNY,5,low,6,1718,FALSE,CUST_0398,19/11/2025
8330,F,Ship,5,1,232,NOK,5,low,4,1776,FALSE,CUST_0011,20/11/2025
8331,A,Road,6,5,308,CNY,4,low,8,1569,TRUE,CUST_0048,21/11/2025
8332,B,Road,7,5,287,EUR,4,low,8,1748,FALSE,CUST_0035,22/11/2025
8333,C,Road,6,3,246,SGD,4,medium,8,1741,FALSE,CUST_0022,23/11/2025
8334,F,Road,4,1,262,EUR,6,low,1,1627,TRUE,CUST_0145,24/11/2025
8335,D,Road,6,4,275,GBP,4,low,10,1005,FALSE,CUST_0186,25/11/2025
8336,F,Road,5,4,236,USD,5,medium,2,1664,TRUE,CUST_0227,26/11/2025
8337,A,Road,5,2,221,CNY,6,medium,2,1781,TRUE,CUST_0068,27/11/2025
8338,B,Road,5,4,271,EUR,5,low,4,1320,FALSE,CUST_0285,28/11/2025
8339,C,Road,4,4,229,CNY,5,low,9,1361,FALSE,CUST_0328,29/11/2025
8340,F,Road,5,1,291,NOK,4,low,3,1663,TRUE,CUST_0031,30/11/2025
8341,D,Road,5,5,261,CNY,6,medium,1,1082,FALSE,CUST_0018,1/12/2025
8342,F,Road,6,4,285,EUR,4,medium,10,1422,FALSE,CUST_0005,2/12/2025
8343,A,Road,6,4,262,SGD,5,low,9,1369,FALSE,CUST_0042,3/12/2025
8344,B,Road,4,5,219,EUR,5,low,2,1260,FALSE,CUST_0155,4/12/2025
8345,C,Road,6,1,302,GBP,4,low,1,1622,TRUE,CUST_0196,5/12/2025
8346,F,Road,4,4,269,USD,5,medium,2,1473,FALSE,CUST_0237,6/12/2025
8347,D,Road,5,4,260,CNY,5,low,10,1708,TRUE,CUST_0078,7/12/2025
8348,F,Road,7,2,297,EUR,4,low,7,1383,TRUE,CUST_0715,8/12/2025
8349,A,Road,6,1,278,CNY,4,medium,6,1576,FALSE,CUST_0258,9/12/2025
8350,B,Road,5,3,265,NOK,5,low,3,1005,TRUE,CUST_0001,10/12/2025
8351,C,Road,6,2,286,CNY,4,low,5,1248,TRUE,CUST_0038,11/12/2025
8352,F,Road,6,2,248,EUR,4,low,10,1563,TRUE,CUST_0025,12/12/2025
8353,D,Flight,6,5,302,SGD,4,low,7,1592,FALSE,CUST_0012,13/12/2025
8354,F,Flight,6,1,272,EUR,4,low,2,1018,FALSE,CUST_0165,14/12/2025
8355,A,Flight,6,4,279,GBP,4,low,10,1462,TRUE,CUST_0206,15/12/2025
8356,B,Flight,4,2,255,USD,5,medium,2,1255,FALSE,CUST_0247,16/12/2025
8357,C,Flight,5,4,245,CNY,5,medium,4,1771,TRUE,CUST_0088,17/12/2025
8358,F,Flight,4,5,247,EUR,5,medium,6,1737,FALSE,CUST_0645,18/12/2025
8359,D,Flight,6,4,275,CNY,4,medium,5,1989,FALSE,CUST_0688,19/12/2025
8360,F,Flight,6,3,255,NOK,4,medium,8,1805,FALSE,CUST_0021,20/12/2025
8361,A,Flight,6,2,243,CNY,4,high,2,1665,TRUE,CUST_0008,21/12/2025
8362,B,Flight,4,1,234,EUR,6,low,7,1711,FALSE,CUST_0045,22/12/2025
8363,C,Flight,5,2,276,SGD,6,medium,6,1043,FALSE,CUST_0032,23/12/2025
8364,F,Flight,5,1,228,EUR,5,low,7,1818,FALSE,CUST_0175,24/12/2025
8365,D,Flight,5,5,232,GBP,6,low,2,1550,TRUE,CUST_0216,25/12/2025
8366,F,Flight,5,1,248,USD,4,low,6,1944,TRUE,CUST_0057,26/12/2025
8367,A,Flight,5,4,136,CNY,4,low,9,5469,FALSE,CUST_0098,27/12/2025
8368,B,Flight,4,3,240,EUR,3,low,8,4423,FALSE,CUST_0575,28/12/2025
8369,C,Flight,4,4,147,CNY,3,medium,9,4534,TRUE,CUST_0618,29/12/2025
8370,F,Flight,4,1,222,NOK,2,low,10,4714,TRUE,CUST_0041,1/10/2025
8371,D,Flight,3,3,163,CNY,3,medium,5,5362,FALSE,CUST_0028,2/10/2025
8372,F,Flight,5,4,254,EUR,3,low,4,5611,TRUE,CUST_0015,3/10/2025
8373,A,Flight,4,2,246,SGD,3,medium,1,5113,FALSE,CUST_0002,4/10/2025
8374,B,Flight,2,1,168,EUR,4,low,6,4800,FALSE,CUST_0185,5/10/2025
8375,C,Ship,4,1,145,GBP,3,medium,8,4915,FALSE,CUST_0226,6/10/2025
8376,F,Ship,5,2,224,USD,2,medium,8,4047,TRUE,CUST_0067,7/10/2025
8377,D,Ship,4,5,248,CNY,4,low,2,4427,FALSE,CUST_0108,8/10/2025
8378,F,Ship,3,3,212,EUR,2,low,2,5125,FALSE,CUST_0505,9/10/2025
8379,A,Ship,5,5,268,CNY,3,low,8,5480,FALSE,CUST_0548,10/10/2025
8380,B,Ship,4,1,200,NOK,3,medium,5,4120,TRUE,CUST_0011,11/10/2025
8381,C,Ship,5,2,246,CNY,3,low,9,5795,FALSE,CUST_0048,12/10/2025
8382,F,Ship,4,3,142,EUR,3,medium,1,4900,FALSE,CUST_0035,13/10/2025
8383,D,Ship,4,3,173,SGD,4,low,9,5672,FALSE,CUST_0022,14/10/2025
8384,F,Ship,5,3,156,EUR,4,medium,8,5868,FALSE,CUST_0195,15/10/2025
8385,A,Ship,3,1,223,GBP,2,low,8,5719,TRUE,CUST_0236,16/10/2025
8386,B,Ship,4,5,231,USD,3,low,4,5174,TRUE,CUST_0077,17/10/2025
8387,C,Ship,2,4,264,CNY,3,low,1,5437,TRUE,CUST_0118,18/10/2025
8388,F,Ship,4,4,175,EUR,5,low,10,4498,TRUE,CUST_0435,19/10/2025
8389,D,Ship,2,4,149,CNY,5,medium,7,5541,FALSE,CUST_0478,20/10/2025
8390,F,Ship,3,1,226,NOK,2,low,7,4703,FALSE,CUST_0031,21/10/2025
8391,A,Ship,3,1,133,CNY,3,medium,5,4538,FALSE,CUST_0018,22/10/2025
8392,B,Ship,5,2,190,EUR,2,low,1,5005,FALSE,CUST_0005,23/10/2025
8393,C,Ship,3,5,238,SGD,2,high,5,4052,FALSE,CUST_0042,24/10/2025
8394,F,Ship,6,4,152,EUR,3,low,10,4376,TRUE,CUST_0205,25/10/2025
8395,D,Ship,3,4,249,GBP,3,high,10,5629,TRUE,CUST_0246,26/10/2025
8396,F,Ship,4,3,181,USD,2,low,4,5622,TRUE,CUST_0087,27/10/2025
8397,A,Ship,3,3,239,CNY,2,medium,2,5625,FALSE,CUST_0128,28/10/2025
8398,B,Ship,3,1,167,EUR,3,medium,10,4341,TRUE,CUST_0365,29/10/2025
8399,C,Ship,3,5,246,CNY,3,medium,1,5650,TRUE,CUST_0408,30/10/2025
8400,F,Ship,5,1,139,NOK,3,medium,1,5953,TRUE,CUST_0001,31/10/2025
8401,D,Ship,5,1,150,CNY,4,low,1,5098,FALSE,CUST_0038,1/11/2025
8402,F,Ship,3,3,151,EUR,3,medium,1,5297,FALSE,CUST_0025,2/11/2025
8403,A,Ship,4,1,186,SGD,3,low,6,4758,FALSE,CUST_0012,3/11/2025
8404,B,Ship,3,4,250,EUR,3,low,6,5565,FALSE,CUST_0215,4/11/2025
8405,C,Ship,4,1,162,GBP,3,medium,6,4343,TRUE,CUST_0056,5/11/2025
8406,F,Ship,5,3,135,USD,3,medium,5,4484,FALSE,CUST_0097,6/11/2025
8407,D,Ship,3,1,238,CNY,2,medium,5,4355,TRUE,CUST_0138,7/11/2025
8408,F,Ship,6,5,167,EUR,2,low,10,4013,TRUE,CUST_0295,8/11/2025
8409,A,Ship,4,1,269,CNY,5,medium,3,4534,TRUE,CUST_0338,9/11/2025
8410,B,Ship,4,2,187,NOK,2,medium,7,4470,TRUE,CUST_0021,10/11/2025
8411,C,Ship,3,3,241,CNY,2,high,2,4836,TRUE,CUST_0008,11/11/2025
8412,F,Ship,3,2,168,EUR,3,medium,10,4979,TRUE,CUST_0045,12/11/2025
8413,D,Ship,4,4,273,SGD,2,low,1,5759,TRUE,CUST_0032,13/11/2025
8414,F,Ship,4,3,257,EUR,3,low,8,4447,TRUE,CUST_0225,14/11/2025
8415,A,Ship,5,1,205,GBP,2,low,3,5682,TRUE,CUST_0066,15/11/2025
8416,B,Ship,4,1,260,USD,5,low,1,5559,TRUE,CUST_0107,16/11/2025
8417,C,Ship,2,1,207,CNY,3,medium,10,5394,FALSE,CUST_0148,17/11/2025
8418,F,Ship,3,1,202,EUR,2,medium,7,4598,FALSE,CUST_0725,18/11/2025
8419,D,Ship,5,1,224,CNY,3,low,7,5870,TRUE,CUST_0268,19/11/2025
8420,F,Ship,5,1,193,NOK,2,low,8,5184,FALSE,CUST_0041,20/11/2025
8421,A,Ship,5,3,199,CNY,3,low,3,4885,TRUE,CUST_0028,21/11/2025
8422,B,Ship,4,3,187,EUR,4,low,9,5699,TRUE,CUST_0015,22/11/2025
8423,C,Ship,5,2,208,SGD,3,low,6,4744,TRUE,CUST_0002,23/11/2025
8424,F,Ship,3,5,228,EUR,2,medium,3,5208,FALSE,CUST_0235,24/11/2025
8425,D,Ship,3,3,160,GBP,4,medium,7,5147,FALSE,CUST_0076,25/11/2025
8426,F,Ship,3,1,195,USD,3,medium,3,5961,FALSE,CUST_0117,26/11/2025
8427,A,Ship,3,4,240,CNY,2,medium,2,5661,FALSE,CUST_0158,27/11/2025
8428,B,Ship,2,2,271,EUR,4,medium,9,4066,FALSE,CUST_0655,28/11/2025
8429,C,Ship,4,1,236,CNY,3,low,8,4114,FALSE,CUST_0698,29/11/2025
8430,F,Ship,3,2,199,NOK,4,medium,1,5660,FALSE,CUST_0011,30/11/2025
8431,D,Ship,3,1,246,CNY,2,low,9,4947,FALSE,CUST_0048,1/12/2025
8432,F,Ship,3,1,250,EUR,4,low,8,4028,TRUE,CUST_0035,2/12/2025
8433,A,Ship,4,1,188,SGD,2,low,10,5085,TRUE,CUST_0022,3/12/2025
8434,B,Ship,3,2,256,EUR,3,low,1,4932,FALSE,CUST_0245,4/12/2025
8435,C,Ship,3,5,147,GBP,3,medium,8,5272,TRUE,CUST_0086,5/12/2025
8436,F,Ship,3,3,234,USD,3,low,6,5652,FALSE,CUST_0127,6/12/2025
8437,D,Ship,3,1,247,CNY,4,low,8,5376,TRUE,CUST_0168,7/12/2025
8438,F,Ship,5,1,267,EUR,4,low,5,5792,FALSE,CUST_0585,8/12/2025
8439,A,Ship,6,5,246,CNY,5,high,3,4660,TRUE,CUST_0628,9/12/2025
8440,B,Ship,4,1,284,NOK,4,low,4,4795,TRUE,CUST_0031,10/12/2025
8441,C,Ship,3,3,142,CNY,6,medium,2,5748,TRUE,CUST_0018,11/12/2025
8442,F,Ship,3,1,132,EUR,2,medium,2,4129,FALSE,CUST_0005,12/12/2025
8443,D,Ship,3,5,252,SGD,2,high,4,4098,TRUE,CUST_0042,13/12/2025
8444,F,Ship,4,1,243,EUR,3,high,5,5989,FALSE,CUST_0055,14/12/2025
8445,A,Ship,6,4,281,GBP,3,low,7,5180,FALSE,CUST_0096,15/12/2025
8446,B,Ship,3,5,142,USD,2,low,6,5974,TRUE,CUST_0137,16/12/2025
8447,C,Ship,3,1,209,CNY,2,low,2,4855,FALSE,CUST_0178,17/12/2025
8448,F,Ship,3,3,157,EUR,4,medium,7,4487,TRUE,CUST_0515,18/12/2025
8449,D,Ship,5,1,267,CNY,3,low,7,5789,TRUE,CUST_0558,19/12/2025
8450,F,Ship,5,5,177,NOK,5,low,1,4379,TRUE,CUST_0001,20/12/2025
8451,A,Ship,4,3,214,CNY,2,medium,6,4345,FALSE,CUST_0038,21/12/2025
8452,B,Ship,4,3,247,EUR,3,low,4,4962,TRUE,CUST_0025,22/12/2025
8453,C,Ship,3,1,268,SGD,4,low,10,5226,TRUE,CUST_0012,23/12/2025
8454,F,Ship,5,3,242,EUR,3,medium,6,5013,TRUE,CUST_0065,24/12/2025
8455,D,Ship,2,4,176,GBP,3,low,1,4509,FALSE,CUST_0106,25/12/2025
8456,F,Ship,5,5,231,USD,3,medium,10,5361,FALSE,CUST_0147,26/12/2025
8457,A,Ship,3,5,124,CNY,2,medium,1,5709,TRUE,CUST_0188,27/12/2025
8458,B,Ship,3,2,179,EUR,3,low,4,4102,TRUE,CUST_0445,28/12/2025
8459,C,Ship,4,3,207,CNY,3,low,7,4220,TRUE,CUST_0488,29/12/2025
8460,F,Ship,4,2,128,NOK,3,medium,7,5675,TRUE,CUST_0021,1/10/2025
8461,D,Ship,3,5,167,CNY,2,medium,8,5083,FALSE,CUST_0008,2/10/2025
8462,F,Ship,3,2,243,EUR,4,medium,5,4670,TRUE,CUST_0045,3/10/2025
8463,A,Ship,4,5,252,SGD,4,low,6,4983,FALSE,CUST_0032,4/10/2025
8464,B,Ship,4,1,202,EUR,2,medium,10,5428,TRUE,CUST_0075,5/10/2025
8465,C,Ship,4,3,241,GBP,2,medium,3,4636,TRUE,CUST_0116,6/10/2025
8466,F,Ship,4,5,182,USD,2,medium,10,5098,TRUE,CUST_0157,7/10/2025
8467,D,Ship,2,2,156,CNY,3,low,5,5628,TRUE,CUST_0198,8/10/2025
8468,F,Road,4,4,266,EUR,3,low,6,5758,TRUE,CUST_0375,9/10/2025
8469,A,Road,4,1,228,CNY,3,low,9,4678,FALSE,CUST_0418,10/10/2025
8470,B,Road,4,5,210,NOK,4,low,3,5432,TRUE,CUST_0041,11/10/2025
8471,C,Road,3,5,135,CNY,2,medium,7,5331,FALSE,CUST_0028,12/10/2025
8472,F,Road,4,5,248,EUR,2,medium,4,4789,TRUE,CUST_0015,13/10/2025
8473,D,Road,3,3,227,SGD,3,medium,3,5644,FALSE,CUST_0002,14/10/2025
8474,F,Road,3,2,257,EUR,3,medium,2,5486,TRUE,CUST_0085,15/10/2025
8475,A,Road,4,5,199,GBP,3,low,2,4462,FALSE,CUST_0126,16/10/2025
8476,B,Road,4,3,232,USD,2,low,1,5398,FALSE,CUST_0167,17/10/2025
8477,C,Road,5,1,258,CNY,6,low,7,4344,FALSE,CUST_0208,18/10/2025
8478,F,Road,5,1,268,EUR,3,medium,5,5663,FALSE,CUST_0305,19/10/2025
8479,D,Road,3,4,260,CNY,5,low,2,4461,FALSE,CUST_0348,20/10/2025
8480,F,Road,4,2,190,NOK,2,medium,1,4020,TRUE,CUST_0011,21/10/2025
8481,A,Road,5,5,176,CNY,3,medium,8,5335,TRUE,CUST_0048,22/10/2025
8482,B,Road,3,2,227,EUR,2,low,10,5401,FALSE,CUST_0035,23/10/2025
8483,C,Road,6,4,150,SGD,5,medium,8,4709,FALSE,CUST_0022,24/10/2025
8484,F,Road,3,2,160,EUR,2,high,4,4376,FALSE,CUST_0095,25/10/2025
8485,D,Road,6,3,113,GBP,2,medium,4,5130,TRUE,CUST_0136,26/10/2025
8486,F,Road,5,1,145,USD,3,low,5,5019,FALSE,CUST_0177,27/10/2025
8487,A,Road,4,4,206,CNY,3,low,2,5572,TRUE,CUST_0218,28/10/2025
8488,B,Road,3,1,207,EUR,3,low,5,4643,TRUE,CUST_0735,29/10/2025
8489,C,Road,3,3,133,CNY,2,medium,8,4241,FALSE,CUST_0278,30/10/2025
8490,F,Flight,3,5,261,NOK,3,low,10,4224,TRUE,CUST_0031,31/10/2025
8491,D,Flight,4,1,194,CNY,2,medium,1,4198,FALSE,CUST_0018,1/11/2025
8492,F,Flight,3,1,244,EUR,3,medium,6,4062,TRUE,CUST_0005,2/11/2025
8493,A,Flight,4,5,150,SGD,3,low,5,4512,FALSE,CUST_0042,3/11/2025
8494,B,Flight,3,1,267,EUR,2,low,7,4486,TRUE,CUST_0105,4/11/2025
8495,C,Flight,3,2,251,GBP,2,medium,4,4074,FALSE,CUST_0146,5/11/2025
8496,F,Flight,4,2,185,USD,3,low,8,4322,TRUE,CUST_0187,6/11/2025
8497,D,Flight,2,1,112,CNY,5,low,1,4543,FALSE,CUST_0228,7/11/2025
8498,F,Flight,3,2,264,EUR,4,medium,1,4877,FALSE,CUST_0665,8/11/2025
8499,A,Flight,5,4,274,CNY,3,low,1,5017,TRUE,CUST_0708,9/11/2025
8500,B,Flight,4,5,234,NOK,3,medium,10,4204,TRUE,CUST_0001,10/11/2025
8501,C,Flight,3,1,157,CNY,2,medium,7,5560,FALSE,CUST_0038,11/11/2025
8502,F,Flight,6,1,247,EUR,6,medium,6,4691,FALSE,CUST_0025,12/11/2025
8503,D,Flight,5,1,179,SGD,2,high,8,5301,TRUE,CUST_0012,13/11/2025
8504,F,Flight,3,1,202,EUR,2,medium,10,4412,TRUE,CUST_0115,14/11/2025
8505,A,Flight,4,2,148,GBP,2,medium,3,4651,FALSE,CUST_0156,15/11/2025
8506,B,Flight,5,1,183,USD,6,medium,2,5082,FALSE,CUST_0197,16/11/2025
8507,C,Flight,3,2,229,CNY,3,medium,9,4491,TRUE,CUST_0238,17/11/2025
8508,F,Flight,3,4,196,EUR,4,low,5,4749,TRUE,CUST_0595,18/11/2025
8509,D,Flight,3,3,264,CNY,3,low,6,5482,TRUE,CUST_0638,19/11/2025
8510,F,Flight,3,2,233,NOK,4,medium,1,5886,FALSE,CUST_0021,20/11/2025
8511,A,Flight,3,1,166,CNY,2,low,7,4375,FALSE,CUST_0008,21/11/2025
8512,B,Ship,5,3,185,EUR,2,low,2,5420,FALSE,CUST_0045,22/11/2025
8513,C,Ship,3,5,184,SGD,3,low,2,4357,TRUE,CUST_0032,23/11/2025
8514,F,Ship,6,3,98,EUR,6,low,9,4787,TRUE,CUST_0125,24/11/2025
8515,D,Ship,3,2,177,GBP,2,high,7,4764,TRUE,CUST_0166,25/11/2025
8516,F,Ship,3,5,193,USD,2,low,10,5776,FALSE,CUST_0207,26/11/2025
8517,A,Ship,3,3,165,CNY,2,medium,1,4768,FALSE,CUST_0248,27/11/2025
8518,B,Ship,4,4,183,EUR,4,low,6,4562,TRUE,CUST_0525,28/11/2025
8519,C,Ship,4,4,161,CNY,3,low,2,5257,FALSE,CUST_0568,29/11/2025
8520,F,Ship,2,1,238,NOK,2,low,4,4992,FALSE,CUST_0041,30/11/2025
8521,D,Ship,3,5,191,CNY,4,low,4,4008,TRUE,CUST_0028,1/12/2025
8522,F,Ship,3,2,165,EUR,3,low,6,5642,FALSE,CUST_0015,2/12/2025
8523,A,Ship,3,5,233,SGD,2,medium,1,4913,FALSE,CUST_0002,3/12/2025
8524,B,Ship,4,1,234,EUR,2,medium,4,5066,TRUE,CUST_0135,4/12/2025
8525,C,Ship,4,1,252,GBP,3,medium,4,5540,FALSE,CUST_0176,5/12/2025
8526,F,Ship,3,1,155,USD,3,low,9,5539,FALSE,CUST_0217,6/12/2025
8527,D,Ship,3,5,269,CNY,8,medium,8,4462,FALSE,CUST_0058,7/12/2025
8528,F,Ship,4,5,224,EUR,2,low,8,5871,FALSE,CUST_0455,8/12/2025
8529,A,Ship,5,3,230,CNY,3,medium,7,4844,FALSE,CUST_0498,9/12/2025
8530,B,Ship,4,5,253,NOK,3,low,9,4205,FALSE,CUST_0011,10/12/2025
8531,C,Ship,5,2,181,CNY,3,low,4,4323,FALSE,CUST_0048,11/12/2025
8532,F,Ship,4,2,233,EUR,4,high,1,4316,FALSE,CUST_0035,12/12/2025
8533,D,Ship,4,1,243,SGD,5,medium,1,4624,TRUE,CUST_0022,13/12/2025
8534,F,Ship,5,4,271,EUR,2,medium,6,4801,TRUE,CUST_0145,14/12/2025
8535,A,Ship,4,3,134,GBP,4,low,5,4507,TRUE,CUST_0186,15/12/2025
8536,B,Ship,3,5,154,USD,10,high,10,5282,TRUE,CUST_0227,16/12/2025
8537,C,Ship,6,1,222,CNY,8,low,2,4914,FALSE,CUST_0068,17/12/2025
8538,F,Ship,3,4,251,EUR,10,medium,2,4336,TRUE,CUST_0385,18/12/2025
8539,D,Ship,4,3,239,CNY,3,low,10,4020,FALSE,CUST_0428,19/12/2025
8540,F,Ship,5,4,211,NOK,3,low,9,4908,FALSE,CUST_0031,20/12/2025
8541,A,Ship,3,4,195,CNY,10,low,5,5950,TRUE,CUST_0018,21/12/2025
8542,B,Ship,4,4,224,EUR,10,medium,9,4149,FALSE,CUST_0005,22/12/2025
8543,C,Ship,4,5,144,SGD,8,medium,2,4956,TRUE,CUST_0042,23/12/2025
8544,F,Ship,4,2,167,EUR,4,high,5,5250,FALSE,CUST_0155,24/12/2025
8545,D,Ship,3,1,188,GBP,4,medium,8,5884,TRUE,CUST_0196,25/12/2025
8546,F,Ship,2,4,245,USD,2,medium,3,5850,TRUE,CUST_0237,26/12/2025
8547,A,Ship,2,5,212,CNY,2,high,3,4389,FALSE,CUST_0078,27/12/2025
8548,B,Ship,3,3,240,EUR,3,low,5,4888,TRUE,CUST_0315,28/12/2025
8549,C,Ship,5,2,226,CNY,5,medium,5,1323,FALSE,CUST_0358,29/12/2025
8550,F,Ship,6,5,278,NOK,4,low,2,1167,TRUE,CUST_0001,1/10/2025
8551,D,Ship,4,2,232,CNY,5,medium,4,1783,FALSE,CUST_0038,2/10/2025
8552,F,Ship,6,3,287,EUR,4,low,3,1824,FALSE,CUST_0025,3/10/2025
8553,A,Ship,4,4,228,SGD,5,low,1,1788,TRUE,CUST_0012,4/10/2025
8554,B,Ship,5,4,232,EUR,5,low,10,1512,FALSE,CUST_0165,5/10/2025
8555,C,Ship,6,5,308,GBP,4,low,8,1164,TRUE,CUST_0206,6/10/2025
8556,F,Ship,7,4,287,USD,4,low,9,1667,TRUE,CUST_0247,7/10/2025
8557,D,Ship,6,4,246,CNY,4,medium,3,1852,FALSE,CUST_0088,8/10/2025
8558,F,Ship,4,5,262,EUR,6,low,10,1156,FALSE,CUST_0745,9/10/2025
8559,A,Ship,6,1,275,CNY,4,low,7,1767,FALSE,CUST_0288,10/10/2025
8560,B,Ship,5,1,236,NOK,5,medium,3,1699,FALSE,CUST_0021,11/10/2025
8561,C,Ship,5,4,221,CNY,6,medium,6,1488,TRUE,CUST_0008,12/10/2025
8562,F,Ship,5,1,271,EUR,5,low,5,1869,TRUE,CUST_0045,13/10/2025
8563,D,Ship,4,4,229,SGD,5,low,7,1049,TRUE,CUST_0032,14/10/2025
8564,F,Ship,3,2,177,EUR,2,high,9,4648,FALSE,CUST_0175,15/10/2025
8565,A,Ship,3,2,193,GBP,2,low,3,4799,TRUE,CUST_0216,16/10/2025
8566,B,Ship,3,4,165,USD,2,medium,1,5745,FALSE,CUST_0057,17/10/2025
8567,C,Ship,4,5,183,CNY,4,low,3,5881,FALSE,CUST_0098,18/10/2025
8568,F,Ship,4,2,161,EUR,3,low,8,4382,FALSE,CUST_0675,19/10/2025
8569,D,Ship,2,5,238,CNY,2,low,6,5325,TRUE,CUST_0718,20/10/2025
8570,F,Ship,3,5,191,NOK,4,low,2,5177,TRUE,CUST_0041,21/10/2025
8571,A,Ship,3,1,165,CNY,3,low,10,5823,FALSE,CUST_0028,22/10/2025
8572,B,Ship,3,5,233,EUR,2,medium,2,4193,FALSE,CUST_0015,23/10/2025
8573,C,Ship,4,4,234,SGD,2,medium,8,5744,FALSE,CUST_0002,24/10/2025
8574,F,Ship,4,3,252,EUR,3,medium,10,5802,TRUE,CUST_0185,25/10/2025
8575,D,Ship,3,2,155,GBP,3,low,1,5731,TRUE,CUST_0226,26/10/2025
8576,F,Ship,3,1,269,USD,8,medium,4,4290,FALSE,CUST_0067,27/10/2025
8577,A,Ship,4,1,224,CNY,2,low,6,4454,TRUE,CUST_0108,28/10/2025
8578,B,Ship,5,4,230,EUR,3,medium,6,4257,FALSE,CUST_0605,29/10/2025
8579,C,Ship,4,5,253,CNY,3,low,1,5402,FALSE,CUST_0648,30/10/2025
8580,F,Ship,5,1,181,NOK,3,low,3,5118,FALSE,CUST_0011,31/10/2025
8581,D,Ship,4,2,233,CNY,4,high,6,5256,FALSE,CUST_0048,1/11/2025
8582,F,Ship,4,4,243,EUR,5,medium,10,4356,FALSE,CUST_0035,2/11/2025
8583,A,Ship,5,5,271,SGD,2,medium,6,4788,TRUE,CUST_0022,3/11/2025
8584,B,Ship,4,3,134,EUR,4,low,8,4879,TRUE,CUST_0195,4/11/2025
8585,C,Ship,3,2,154,GBP,10,high,8,5811,TRUE,CUST_0236,5/11/2025
8586,F,Ship,6,4,222,USD,8,low,1,5808,TRUE,CUST_0077,6/11/2025
8587,D,Ship,3,5,251,CNY,10,medium,9,5962,FALSE,CUST_0118,7/11/2025
8588,F,Ship,4,5,239,EUR,3,low,6,5154,TRUE,CUST_0535,8/11/2025
8589,A,Ship,5,1,211,CNY,3,low,7,5594,TRUE,CUST_0578,9/11/2025
8590,B,Ship,3,2,195,NOK,10,low,9,4256,FALSE,CUST_0031,10/11/2025
8591,C,Ship,4,5,224,CNY,10,medium,7,4521,TRUE,CUST_0018,11/11/2025
8592,F,Ship,4,4,144,EUR,8,medium,6,4390,TRUE,CUST_0005,12/11/2025
8593,D,Ship,4,1,167,SGD,4,high,7,5264,FALSE,CUST_0042,13/11/2025
8594,F,Ship,3,3,188,EUR,4,medium,1,4296,TRUE,CUST_0205,14/11/2025
8595,A,Ship,2,4,245,GBP,2,medium,10,5389,FALSE,CUST_0246,15/11/2025
8596,B,Ship,2,1,212,USD,2,high,8,4128,FALSE,CUST_0087,16/11/2025
8597,C,Ship,3,5,240,CNY,3,low,6,5642,FALSE,CUST_0128,17/11/2025
8598,F,Ship,5,1,226,EUR,5,medium,3,1409,FALSE,CUST_0465,18/11/2025
8599,D,Ship,6,3,278,CNY,4,low,9,1368,FALSE,CUST_0508,19/11/2025
8600,F,Ship,4,1,232,NOK,5,medium,8,1943,FALSE,CUST_0001,20/11/2025
8601,A,Ship,6,5,287,CNY,4,low,8,1465,FALSE,CUST_0038,21/11/2025
8602,B,Ship,4,5,228,EUR,5,low,5,1373,TRUE,CUST_0025,22/11/2025
8603,C,Ship,5,5,232,SGD,5,low,1,1127,FALSE,CUST_0012,23/11/2025
8604,F,Ship,6,5,308,EUR,4,low,4,1202,FALSE,CUST_0215,24/11/2025
8605,D,Road,7,1,287,GBP,4,low,1,1660,FALSE,CUST_0056,25/11/2025
8606,F,Road,6,5,246,USD,4,medium,2,1581,FALSE,CUST_0097,26/11/2025
8607,A,Road,4,1,262,CNY,6,low,3,1830,TRUE,CUST_0138,27/11/2025
8608,B,Road,6,5,275,EUR,4,low,6,1872,FALSE,CUST_0395,28/11/2025
8609,C,Road,5,3,236,CNY,5,medium,10,1630,FALSE,CUST_0438,29/11/2025
8610,F,Road,5,2,221,NOK,6,medium,4,1952,TRUE,CUST_0021,30/11/2025
8611,D,Road,5,4,228,CNY,5,low,9,1549,TRUE,CUST_0008,1/12/2025
8612,F,Road,4,5,234,EUR,5,low,1,1991,TRUE,CUST_0045,2/12/2025
